       table_name        | ordinal_position |             column_name              |        data_type         |     udt_name      | is_nullable |                   column_default
 purchase_order_lines    |                5 | item_name                            | character varying        | varchar           | YES         |
 purchase_order_lines    |                6 | item_sku                             | character varying        | varchar           | YES         |
 purchase_order_lines    |                8 | supply_price                         | numeric                  | numeric           | YES         |
 purchase_order_lines    |               18 | remark                               | character varying        | varchar           | YES         |
 purchase_order_lines    |               19 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_order_lines    |               20 | updated_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_order_lines    |               21 | spec_text                            | character varying        | varchar           | YES         |
 purchase_order_lines    |               24 | qty_ordered_base                     | integer                  | int4              | NO          |
 purchase_order_lines    |               25 | discount_amount                      | numeric                  | numeric           | NO          | 0
 purchase_order_lines    |               26 | discount_note                        | text                     | text              | YES         |
 purchase_order_lines    |               31 | purchase_uom_id_snapshot             | integer                  | int4              | NO          |
 purchase_order_lines    |               32 | purchase_ratio_to_base_snapshot      | integer                  | int4              | NO          |
 purchase_order_lines    |               33 | qty_ordered_input                    | integer                  | int4              | NO          |
 purchase_orders         |                1 | id                                   | integer                  | int4              | NO          | nextval('purchase_orders_id_seq'::regclass)
 purchase_orders         |                3 | warehouse_id                         | integer                  | int4              | NO          |
 purchase_orders         |                8 | status                               | character varying        | varchar           | NO          | 'CREATED'::character varying
 purchase_orders         |                9 | created_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_orders         |               10 | updated_at                           | timestamp with time zone | timestamptz       | NO          | now()
 purchase_orders         |               11 | last_received_at                     | timestamp with time zone | timestamptz       | YES         |
 purchase_orders         |               12 | closed_at                            | timestamp with time zone | timestamptz       | YES         |
 purchase_orders         |               13 | supplier_id                          | integer                  | int4              | NO          |
 purchase_orders         |               14 | supplier_name                        | character varying        | varchar           | NO          |
 purchase_orders         |               15 | total_amount                         | numeric                  | numeric           | YES         |
 purchase_orders         |               16 | remark                               | character varying        | varchar           | YES         |
 purchase_orders         |               17 | purchaser                            | character varying        | varchar           | NO          |
 purchase_orders         |               18 | purchase_time                        | timestamp with time zone | timestamptz       | NO          |
 purchase_orders         |               19 | close_reason                         | character varying        | varchar           | YES         |
 purchase_orders         |               20 | close_note                           | text                     | text              | YES         |
 purchase_orders         |               21 | closed_by                            | bigint                   | int8              | YES         |
 purchase_orders         |               22 | canceled_at                          | timestamp with time zone | timestamptz       | YES         |
 purchase_orders         |               23 | canceled_reason                      | character varying        | varchar           | YES         |
 purchase_orders         |               24 | canceled_by                          | bigint                   | int8              | YES         |
 stock_snapshots         |                1 | id                                   | integer                  | int4              | NO          | nextval('stock_snapshots_id_seq'::regclass)
 stock_snapshots         |                2 | snapshot_date                        | date                     | date              | NO          |
 stock_snapshots         |                3 | warehouse_id                         | integer                  | int4              | NO          |
 stock_snapshots         |                4 | item_id                              | integer                  | int4              | NO          |
 stock_snapshots         |                7 | qty_allocated                        | numeric                  | numeric           | NO          | 0
 stock_snapshots         |                8 | qty_available                        | numeric                  | numeric           | NO          | 0
 stock_snapshots         |               10 | qty                                  | numeric                  | numeric           | NO          |
 stock_snapshots         |               12 | lot_id                               | integer                  | int4              | NO          |
(136 rows)
